Cód Origem,Type,Voos Semanais,Diário,COMPRIMENTO_MAX,LATITUDE,LONGITUDE,Cod_4000,Dist_4000,Comp_4000,Lat_4000,Lon_4000,Cod_6000,Dist_6000,Comp_6000,Lat_6000,Lon_6000,Cod_8000,Dist_8000,Comp_8000,Lat_8000,Lon_8000,Cod_10000,Dist_10000,Comp_10000,Lat_10000,Lon_10000,Cod_12000,Dist_12000,Comp_12000,Lat_12000,Lon_12000
SBKP,Wide Body,102,True,10629.921259842518,-23.006944444444443,-47.13444444444444,SBKP,0.0,10629.921259842518,-23.006944444444443,-47.13444444444444,SBKP,0.0,10629.921259842518,-23.006944444444443,-47.13444444444444,SBKP,0.0,10629.921259842518,-23.006944444444443,-47.13444444444444,SBKP,0.0,10629.921259842518,-23.006944444444443,-47.13444444444444,SBGR,44.6433572449846,12139.107611548556,-23.435555555555556,-46.473055555555554
SBLE,Turboprop,1,False,6830.708661417322,-12.482222222222223,-41.276944444444446,SBLE,0.0,6830.708661417322,-12.482222222222223,-41.276944444444446,SBLE,0.0,6830.708661417322,-12.482222222222223,-41.276944444444446,SBSV,175.13195970720528,9852.36220472441,-12.908611111111112,-38.322500000000005,SBPL,190.73706295776074,10662.72965879265,-9.3675,-40.56361111111111,SBGL,627.4443093358253,13123.359580052493,-22.810000000000002,-43.25055555555556
SBLJ,Turboprop,3,False,5026.2467191601045,-27.78222222222222,-50.281666666666666,SBLJ,0.0,5026.2467191601045,-27.78222222222222,-50.281666666666666,SNEE,55.296881264363634,6627.296587926508,-28.431944444444447,-51.022777777777776,SBJA,83.9397213560768,8198.818897637795,-28.67527777777778,-49.06027777777778,SARI,256.19223761923615,10827.0,-25.737301000000002,-54.4734,SBGR,332.01902504053146,12139.107611548556,-23.435555555555556,-46.473055555555554
SBLO,Narrow Body,37,True,6889.763779527559,-23.330277777777777,-51.13666666666666,SBLO,0.0,6889.763779527559,-23.330277777777777,-51.13666666666666,SBLO,0.0,6889.763779527559,-23.330277777777777,-51.13666666666666,SBGP,178.28720450635862,9842.51968503937,-21.764444444444443,-48.40472222222222,SBKP,222.11355646990864,10629.921259842518,-23.006944444444443,-47.13444444444444,SBGR,257.49872825209616,12139.107611548556,-23.435555555555556,-46.473055555555554
SBLO,Regional Jet,16,False,6889.763779527559,-23.330277777777777,-51.13666666666666,SBLO,0.0,6889.763779527559,-23.330277777777777,-51.13666666666666,SBLO,0.0,6889.763779527559,-23.330277777777777,-51.13666666666666,SBGP,178.28720450635862,9842.51968503937,-21.764444444444443,-48.40472222222222,SBKP,222.11355646990864,10629.921259842518,-23.006944444444443,-47.13444444444444,SBGR,257.49872825209616,12139.107611548556,-23.435555555555556,-46.473055555555554
SBLO,Turboprop,25,True,6889.763779527559,-23.330277777777777,-51.13666666666666,SBLO,0.0,6889.763779527559,-23.330277777777777,-51.13666666666666,SBLO,0.0,6889.763779527559,-23.330277777777777,-51.13666666666666,SBGP,178.28720450635862,9842.51968503937,-21.764444444444443,-48.40472222222222,SBKP,222.11355646990864,10629.921259842518,-23.006944444444443,-47.13444444444444,SBGR,257.49872825209616,12139.107611548556,-23.435555555555556,-46.473055555555554
SBMA,Narrow Body,11,True,6561.679790026246,-5.368055555555555,-49.13805555555555,SBMA,0.0,6561.679790026246,-5.368055555555555,-49.13805555555555,SBMA,0.0,6561.679790026246,-5.368055555555555,-49.13805555555555,SBBE,241.1005974033356,9186.351706036745,-1.3847222222222222,-48.47888888888889,SBPL,564.0991938723279,10662.72965879265,-9.3675,-40.56361111111111,SBGR,1090.4631671527568,12139.107611548556,-23.435555555555556,-46.473055555555554
SBMA,Regional Jet,17,False,6561.679790026246,-5.368055555555555,-49.13805555555555,SBMA,0.0,6561.679790026246,-5.368055555555555,-49.13805555555555,SBMA,0.0,6561.679790026246,-5.368055555555555,-49.13805555555555,SBBE,241.1005974033356,9186.351706036745,-1.3847222222222222,-48.47888888888889,SBPL,564.0991938723279,10662.72965879265,-9.3675,-40.56361111111111,SBGR,1090.4631671527568,12139.107611548556,-23.435555555555556,-46.473055555555554
SBMD,Single Engine,3,False,5905.511811023622,-0.8897222222222222,-52.602222222222224,SBMD,0.0,5905.511811023622,-0.8897222222222222,-52.602222222222224,SBHT,142.53184677911102,6571.522309711286,-3.2508333333333335,-52.25222222222222,SBBE,249.55110239342343,9186.351706036745,-1.3847222222222222,-48.47888888888889,SOCA,341.2054888524312,10486.0,4.819809913639999,-52.360401153599994,SLCB,1272.373649093864,12460.0,-17.421100616455078,-66.17710113525389
SBMG,Narrow Body,39,True,6889.763779527559,-23.479444444444443,-52.01222222222222,SBMG,0.0,6889.763779527559,-23.479444444444443,-52.01222222222222,SBMG,0.0,6889.763779527559,-23.479444444444443,-52.01222222222222,SARI,190.63839216515566,10827.0,-25.737301000000002,-54.4734,SARI,190.63839216515566,10827.0,-25.737301000000002,-54.4734,SBGR,305.58499599724377,12139.107611548556,-23.435555555555556,-46.473055555555554
SBMG,Turboprop,38,True,6889.763779527559,-23.479444444444443,-52.01222222222222,SBMG,0.0,6889.763779527559,-23.479444444444443,-52.01222222222222,SBMG,0.0,6889.763779527559,-23.479444444444443,-52.01222222222222,SARI,190.63839216515566,10827.0,-25.737301000000002,-54.4734,SARI,190.63839216515566,10827.0,-25.737301000000002,-54.4734,SBGR,305.58499599724377,12139.107611548556,-23.435555555555556,-46.473055555555554
SBMK,Narrow Body,6,False,6889.763779527559,-16.70611111111111,-43.82194444444445,SBMK,0.0,6889.763779527559,-16.70611111111111,-43.82194444444445,SBMK,0.0,6889.763779527559,-16.70611111111111,-43.82194444444445,SBCF,174.62090603379062,9842.51968503937,-19.624444444444446,-43.971944444444446,SBBR,241.62056753857894,10826.771653543306,-15.871111111111112,-47.91861111111111,SBGL,366.2841829140021,13123.359580052493,-22.810000000000002,-43.25055555555556
SBMK,Turboprop,29,True,6889.763779527559,-16.70611111111111,-43.82194444444445,SBMK,0.0,6889.763779527559,-16.70611111111111,-43.82194444444445,SBMK,0.0,6889.763779527559,-16.70611111111111,-43.82194444444445,SBCF,174.62090603379062,9842.51968503937,-19.624444444444446,-43.971944444444446,SBBR,241.62056753857894,10826.771653543306,-15.871111111111112,-47.91861111111111,SBGL,366.2841829140021,13123.359580052493,-22.810000000000002,-43.25055555555556
SBML,Turboprop,12,False,5577.427821522309,-22.195555555555554,-49.926944444444445,SBML,0.0,5577.427821522309,-22.195555555555554,-49.926944444444445,SBAE,47.86740026529145,6594.488188976377,-22.157777777777778,-49.068333333333335,SBGP,88.71313268078983,9842.51968503937,-21.764444444444443,-48.40472222222222,SBKP,162.4466884532491,10629.921259842518,-23.006944444444443,-47.13444444444444,SBGR,205.3049636464397,12139.107611548556,-23.435555555555556,-46.473055555555554
SBMO,Narrow Body,76,True,8536.745406824146,-9.517222222222223,-35.78361111111111,SBMO,0.0,8536.745406824146,-9.517222222222223,-35.78361111111111,SBMO,0.0,8536.745406824146,-9.517222222222223,-35.78361111111111,SBMO,0.0,8536.745406824146,-9.517222222222223,-35.78361111111111,SBPL,283.5863324732074,10662.72965879265,-9.3675,-40.56361111111111,SBGL,903.2011725136281,13123.359580052493,-22.810000000000002,-43.25055555555556
SBMO,Regional Jet,1,False,8536.745406824146,-9.517222222222223,-35.78361111111111,SBMO,0.0,8536.745406824146,-9.517222222222223,-35.78361111111111,SBMO,0.0,8536.745406824146,-9.517222222222223,-35.78361111111111,SBMO,0.0,8536.745406824146,-9.517222222222223,-35.78361111111111,SBPL,283.5863324732074,10662.72965879265,-9.3675,-40.56361111111111,SBGL,903.2011725136281,13123.359580052493,-22.810000000000002,-43.25055555555556
SBMO,Turboprop,23,True,8536.745406824146,-9.517222222222223,-35.78361111111111,SBMO,0.0,8536.745406824146,-9.517222222222223,-35.78361111111111,SBMO,0.0,8536.745406824146,-9.517222222222223,-35.78361111111111,SBMO,0.0,8536.745406824146,-9.517222222222223,-35.78361111111111,SBPL,283.5863324732074,10662.72965879265,-9.3675,-40.56361111111111,SBGL,903.2011725136281,13123.359580052493,-22.810000000000002,-43.25055555555556
SBMQ,Narrow Body,34,True,5905.511811023622,0.050833333333333335,-51.07027777777778,SBMQ,0.0,5905.511811023622,0.050833333333333335,-51.07027777777778,SBBE,177.77431350609774,9186.351706036745,-1.3847222222222222,-48.47888888888889,SBBE,177.77431350609774,9186.351706036745,-1.3847222222222222,-48.47888888888889,SOCA,295.08666397559773,10486.0,4.819809913639999,-52.360401153599994,SLCB,1374.0222944004968,12460.0,-17.421100616455078,-66.17710113525389
SBMQ,Regional Jet,6,False,5905.511811023622,0.050833333333333335,-51.07027777777778,SBMQ,0.0,5905.511811023622,0.050833333333333335,-51.07027777777778,SBBE,177.77431350609774,9186.351706036745,-1.3847222222222222,-48.47888888888889,SBBE,177.77431350609774,9186.351706036745,-1.3847222222222222,-48.47888888888889,SOCA,295.08666397559773,10486.0,4.819809913639999,-52.360401153599994,SLCB,1374.0222944004968,12460.0,-17.421100616455078,-66.17710113525389
SBMS,Turboprop,5,False,6561.679790026246,-5.195833333333334,-37.361666666666665,SBMS,0.0,6561.679790026246,-5.195833333333334,-37.361666666666665,SBMS,0.0,6561.679790026246,-5.195833333333334,-37.361666666666665,SBFZ,110.04052087117977,8349.737532808398,-3.7758333333333334,-38.532222222222224,SBPL,313.83140812913103,10662.72965879265,-9.3675,-40.56361111111111,SBGL,1106.4990148625925,13123.359580052493,-22.810000000000002,-43.25055555555556
SBMY,Turboprop,3,False,4150.262467191601,-5.816944444444444,-61.28388888888889,SBMY,0.0,4150.262467191601,-5.816944444444444,-61.28388888888889,SBMN,177.42105431501335,7119.0,-3.1460399627685547,-59.98630142211914,SBEG,181.4732797525879,8858.267716535433,-3.041111111111111,-60.050555555555555,SPTU,621.8545557205393,11482.0,-12.613599777200001,-69.2285995483,SLCB,750.4228006465198,12460.0,-17.421100616455078,-66.17710113525389
SBNF,Narrow Body,88,True,5580.708661417322,-26.878611111111113,-48.65083333333333,SBNF,0.0,5580.708661417322,-26.878611111111113,-48.65083333333333,SBFL,47.65741389901303,7529.527559055117,-27.67027777777778,-48.552499999999995,SBJA,109.69087192291973,8198.818897637795,-28.67527777777778,-49.06027777777778,SBGR,237.6146611926642,12139.107611548556,-23.435555555555556,-46.473055555555554,SBGR,237.6146611926642,12139.107611548556,-23.435555555555556,-46.473055555555554
SBNF,Regional Jet,30,True,5580.708661417322,-26.878611111111113,-48.65083333333333,SBNF,0.0,5580.708661417322,-26.878611111111113,-48.65083333333333,SBFL,47.65741389901303,7529.527559055117,-27.67027777777778,-48.552499999999995,SBJA,109.69087192291973,8198.818897637795,-28.67527777777778,-49.06027777777778,SBGR,237.6146611926642,12139.107611548556,-23.435555555555556,-46.473055555555554,SBGR,237.6146611926642,12139.107611548556,-23.435555555555556,-46.473055555555554
SBNF,Turboprop,12,True,5580.708661417322,-26.878611111111113,-48.65083333333333,SBNF,0.0,5580.708661417322,-26.878611111111113,-48.65083333333333,SBFL,47.65741389901303,7529.527559055117,-27.67027777777778,-48.552499999999995,SBJA,109.69087192291973,8198.818897637795,-28.67527777777778,-49.06027777777778,SBGR,237.6146611926642,12139.107611548556,-23.435555555555556,-46.473055555555554,SBGR,237.6146611926642,12139.107611548556,-23.435555555555556,-46.473055555555554
SBNM,Turboprop,4,False,5331.364829396325,-28.281666666666666,-54.16833333333333,SBNM,0.0,5331.364829396325,-28.281666666666666,-54.16833333333333,SA23,87.72748271886421,6070.0,-27.903200149499998,-55.765499115,SBSM,89.12323430823143,8858.267716535433,-29.710833333333333,-53.69222222222222,SARI,153.10256719413061,10827.0,-25.737301000000002,-54.4734,SBGR,507.23019304017714,12139.107611548556,-23.435555555555556,-46.473055555555554
SBPA,Narrow Body,371,True,7480.314960629921,-29.99388888888889,-51.17111111111111,SBPA,0.0,7480.314960629921,-29.99388888888889,-51.17111111111111,SBPA,0.0,7480.314960629921,-29.99388888888889,-51.17111111111111,SBCO,3.1901152230504684,9026.0,-29.945928000000002,-51.144413,SARI,309.3243485185639,10827.0,-25.737301000000002,-54.4734,SBGR,466.40722519956734,12139.107611548556,-23.435555555555556,-46.473055555555554
SBPA,Regional Jet,144,True,7480.314960629921,-29.99388888888889,-51.17111111111111,SBPA,0.0,7480.314960629921,-29.99388888888889,-51.17111111111111,SBPA,0.0,7480.314960629921,-29.99388888888889,-51.17111111111111,SBCO,3.1901152230504684,9026.0,-29.945928000000002,-51.144413,SARI,309.3243485185639,10827.0,-25.737301000000002,-54.4734,SBGR,466.40722519956734,12139.107611548556,-23.435555555555556,-46.473055555555554
SBPA,Turboprop,38,True,7480.314960629921,-29.99388888888889,-51.17111111111111,SBPA,0.0,7480.314960629921,-29.99388888888889,-51.17111111111111,SBPA,0.0,7480.314960629921,-29.99388888888889,-51.17111111111111,SBCO,3.1901152230504684,9026.0,-29.945928000000002,-51.144413,SARI,309.3243485185639,10827.0,-25.737301000000002,-54.4734,SBGR,466.40722519956734,12139.107611548556,-23.435555555555556,-46.473055555555554
SBPA,Wide Body,4,False,7480.314960629921,-29.99388888888889,-51.17111111111111,SBPA,0.0,7480.314960629921,-29.99388888888889,-51.17111111111111,SBPA,0.0,7480.314960629921,-29.99388888888889,-51.17111111111111,SBCO,3.1901152230504684,9026.0,-29.945928000000002,-51.144413,SARI,309.3243485185639,10827.0,-25.737301000000002,-54.4734,SBGR,466.40722519956734,12139.107611548556,-23.435555555555556,-46.473055555555554
SBPB,Regional Jet,1,False,8202.099737532808,-2.8938888888888887,-41.73027777777778,SBPB,0.0,8202.099737532808,-2.8938888888888887,-41.73027777777778,SBPB,0.0,8202.099737532808,-2.8938888888888887,-41.73027777777778,SBPB,0.0,8202.099737532808,-2.8938888888888887,-41.73027777777778,SBPL,392.7890044330396,10662.72965879265,-9.3675,-40.56361111111111,SBGL,1193.0903059022553,13123.359580052493,-22.810000000000002,-43.25055555555556
SBPF,Regional Jet,11,False,5577.427821522309,-28.24527777777778,-52.328611111111115,SBPF,0.0,5577.427821522309,-28.24527777777778,-52.328611111111115,SBCH,68.82907894579415,6768.372703412073,-27.133888888888887,-52.661944444444444,SBSM,113.31995531358835,8858.267716535433,-29.710833333333333,-53.69222222222222,SARI,189.0122964458761,10827.0,-25.737301000000002,-54.4734,SBGR,427.94322443466643,12139.107611548556,-23.435555555555556,-46.473055555555554
SBPG,Turboprop,4,False,4691.6010498687665,-25.184444444444445,-50.14388888888889,SBPG,0.0,4691.6010498687665,-25.184444444444445,-50.14388888888889,SBCT,56.55021478494557,7276.902887139107,-25.531666666666666,-49.17611111111111,SBKP,210.35830841659248,10629.921259842518,-23.006944444444443,-47.13444444444444,SBKP,210.35830841659248,10629.921259842518,-23.006944444444443,-47.13444444444444,SBGR,226.74313212258664,12139.107611548556,-23.435555555555556,-46.473055555555554
SBPJ,Narrow Body,20,True,8202.099737532808,-10.29,-48.35777777777778,SBPJ,0.0,8202.099737532808,-10.29,-48.35777777777778,SBPJ,0.0,8202.099737532808,-10.29,-48.35777777777778,SBPJ,0.0,8202.099737532808,-10.29,-48.35777777777778,SBBR,334.38540462010445,10826.771653543306,-15.871111111111112,-47.91861111111111,SBGR,792.9609140426292,12139.107611548556,-23.435555555555556,-46.473055555555554
SBPJ,Regional Jet,13,False,8202.099737532808,-10.29,-48.35777777777778,SBPJ,0.0,8202.099737532808,-10.29,-48.35777777777778,SBPJ,0.0,8202.099737532808,-10.29,-48.35777777777778,SBPJ,0.0,8202.099737532808,-10.29,-48.35777777777778,SBBR,334.38540462010445,10826.771653543306,-15.871111111111112,-47.91861111111111,SBGR,792.9609140426292,12139.107611548556,-23.435555555555556,-46.473055555555554
SBPJ,Turboprop,14,True,8202.099737532808,-10.29,-48.35777777777778,SBPJ,0.0,8202.099737532808,-10.29,-48.35777777777778,SBPJ,0.0,8202.099737532808,-10.29,-48.35777777777778,SBPJ,0.0,8202.099737532808,-10.29,-48.35777777777778,SBBR,334.38540462010445,10826.771653543306,-15.871111111111112,-47.91861111111111,SBGR,792.9609140426292,12139.107611548556,-23.435555555555556,-46.473055555555554
SBPK,Turboprop,6,False,6496.062992125984,-31.71611111111111,-52.33111111111111,SBPK,0.0,6496.062992125984,-31.71611111111111,-52.33111111111111,SBPK,0.0,6496.062992125984,-31.71611111111111,-52.33111111111111,SBCO,122.42078896637275,9026.0,-29.945928000000002,-51.144413,SAEZ,363.24612402426976,10827.0,-34.8222,-58.5358,SBGR,585.4164997240189,12139.107611548556,-23.435555555555556,-46.473055555555554
SBPL,Narrow Body,12,True,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBGL,818.0153214114989,13123.359580052493,-22.810000000000002,-43.25055555555556
SBPL,Regional Jet,11,False,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBGL,818.0153214114989,13123.359580052493,-22.810000000000002,-43.25055555555556
SBPL,Turboprop,7,True,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBGL,818.0153214114989,13123.359580052493,-22.810000000000002,-43.25055555555556
SBPL,Wide Body,1,False,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBPL,0.0,10662.72965879265,-9.3675,-40.56361111111111,SBGL,818.0153214114989,13123.359580052493,-22.810000000000002,-43.25055555555556
SBPO,Turboprop,5,False,4320.866141732283,-26.21722222222222,-52.69444444444444,SBPO,0.0,4320.866141732283,-26.21722222222222,-52.69444444444444,SBCH,54.868656458802775,6768.372703412073,-27.133888888888887,-52.661944444444444,SARI,100.3793506004308,10827.0,-25.737301000000002,-54.4734,SARI,100.3793506004308,10827.0,-25.737301000000002,-54.4734,SBGR,378.0847099425889,12139.107611548556,-23.435555555555556,-46.473055555555554
SBPS,Narrow Body,55,True,6561.679790026246,-16.438055555555557,-39.07777777777778,SBPS,0.0,6561.679790026246,-16.438055555555557,-39.07777777777778,SBPS,0.0,6561.679790026246,-16.438055555555557,-39.07777777777778,SBSV,215.38819298431804,9852.36220472441,-12.908611111111112,-38.322500000000005,SBPL,431.23448594594487,10662.72965879265,-9.3675,-40.56361111111111,SBGL,448.1491687001226,13123.359580052493,-22.810000000000002,-43.25055555555556
SBPS,Regional Jet,25,False,6561.679790026246,-16.438055555555557,-39.07777777777778,SBPS,0.0,6561.679790026246,-16.438055555555557,-39.07777777777778,SBPS,0.0,6561.679790026246,-16.438055555555557,-39.07777777777778,SBSV,215.38819298431804,9852.36220472441,-12.908611111111112,-38.322500000000005,SBPL,431.23448594594487,10662.72965879265,-9.3675,-40.56361111111111,SBGL,448.1491687001226,13123.359580052493,-22.810000000000002,-43.25055555555556
SBPV,Narrow Body,29,True,7874.015748031496,-8.71361111111111,-63.90277777777778,SBPV,0.0,7874.015748031496,-8.71361111111111,-63.90277777777778,SBPV,0.0,7874.015748031496,-8.71361111111111,-63.90277777777778,SBVH,327.15310851162593,8530.18372703412,-12.694166666666668,-60.09722222222222,SPTU,391.4138809071773,11482.0,-12.613599777200001,-69.2285995483,SLLP,529.4235373459248,13123.0,-16.513299942016598,-68.19229888916016
SBPV,Regional Jet,12,False,7874.015748031496,-8.71361111111111,-63.90277777777778,SBPV,0.0,7874.015748031496,-8.71361111111111,-63.90277777777778,SBPV,0.0,7874.015748031496,-8.71361111111111,-63.90277777777778,SBVH,327.15310851162593,8530.18372703412,-12.694166666666668,-60.09722222222222,SPTU,391.4138809071773,11482.0,-12.613599777200001,-69.2285995483,SLLP,529.4235373459248,13123.0,-16.513299942016598,-68.19229888916016
SBPV,Single Engine,7,False,7874.015748031496,-8.71361111111111,-63.90277777777778,SBPV,0.0,7874.015748031496,-8.71361111111111,-63.90277777777778,SBPV,0.0,7874.015748031496,-8.71361111111111,-63.90277777777778,SBVH,327.15310851162593,8530.18372703412,-12.694166666666668,-60.09722222222222,SPTU,391.4138809071773,11482.0,-12.613599777200001,-69.2285995483,SLLP,529.4235373459248,13123.0,-16.513299942016598,-68.19229888916016
SBQV,Narrow Body,14,True,5823.490813648294,-14.86361111111111,-40.863055555555555,SBQV,0.0,5823.490813648294,-14.86361111111111,-40.863055555555555,SSVC,3.9968687216499075,6889.763779527559,-14.907777777777778,-40.914722222222224,SBSV,188.73879902028318,9852.36220472441,-12.908611111111112,-38.322500000000005,SBPL,328.76571363143904,10662.72965879265,-9.3675,-40.56361111111111,SBGL,493.9563525515743,13123.359580052493,-22.810000000000002,-43.25055555555556
SBQV,Regional Jet,17,False,5823.490813648294,-14.86361111111111,-40.863055555555555,SBQV,0.0,5823.490813648294,-14.86361111111111,-40.863055555555555,SSVC,3.9968687216499075,6889.763779527559,-14.907777777777778,-40.914722222222224,SBSV,188.73879902028318,9852.36220472441,-12.908611111111112,-38.322500000000005,SBPL,328.76571363143904,10662.72965879265,-9.3675,-40.56361111111111,SBGL,493.9563525515743,13123.359580052493,-22.810000000000002,-43.25055555555556
SBQV,Turboprop,19,True,5823.490813648294,-14.86361111111111,-40.863055555555555,SBQV,0.0,5823.490813648294,-14.86361111111111,-40.863055555555555,SSVC,3.9968687216499075,6889.763779527559,-14.907777777777778,-40.914722222222224,SBSV,188.73879902028318,9852.36220472441,-12.908611111111112,-38.322500000000005,SBPL,328.76571363143904,10662.72965879265,-9.3675,-40.56361111111111,SBGL,493.9563525515743,13123.359580052493,-22.810000000000002,-43.25055555555556
SBRB,Narrow Body,30,True,7080.05249343832,-9.868333333333334,-67.89805555555556,SBRB,0.0,7080.05249343832,-9.868333333333334,-67.89805555555556,SBRB,0.0,7080.05249343832,-9.868333333333334,-67.89805555555556,SPTU,181.76763760230634,11482.0,-12.613599777200001,-69.2285995483,SPTU,181.76763760230634,11482.0,-12.613599777200001,-69.2285995483,SPJL,359.7332563054148,13779.0,-15.467100143432615,-70.158203125
SBRD,Regional Jet,6,False,6069.553805774278,-16.588055555555556,-54.72166666666667,SBRD,0.0,6069.553805774278,-16.588055555555556,-54.72166666666667,SBRD,0.0,6069.553805774278,-16.588055555555556,-54.72166666666667,SBCG,231.99401115918786,8530.18372703412,-20.46944444444444,-54.67027777777778,SBAN,332.7361767405957,10827.0,-16.2292,-48.964298,SBGR,619.9520001073422,12139.107611548556,-23.435555555555556,-46.473055555555554
SBRD,Single Engine,7,False,6069.553805774278,-16.588055555555556,-54.72166666666667,SBRD,0.0,6069.553805774278,-16.588055555555556,-54.72166666666667,SBRD,0.0,6069.553805774278,-16.588055555555556,-54.72166666666667,SBCG,231.99401115918786,8530.18372703412,-20.46944444444444,-54.67027777777778,SBAN,332.7361767405957,10827.0,-16.2292,-48.964298,SBGR,619.9520001073422,12139.107611548556,-23.435555555555556,-46.473055555555554
SBRF,Narrow Body,372,True,9865.485564304461,-8.12638888888889,-34.922777777777775,SBRF,0.0,9865.485564304461,-8.12638888888889,-34.922777777777775,SBRF,0.0,9865.485564304461,-8.12638888888889,-34.922777777777775,SBRF,0.0,9865.485564304461,-8.12638888888889,-34.922777777777775,SBPL,343.22830827305376,10662.72965879265,-9.3675,-40.56361111111111,SBGL,1000.5072200630589,13123.359580052493,-22.810000000000002,-43.25055555555556
SBRF,Regional Jet,83,True,9865.485564304461,-8.12638888888889,-34.922777777777775,SBRF,0.0,9865.485564304461,-8.12638888888889,-34.922777777777775,SBRF,0.0,9865.485564304461,-8.12638888888889,-34.922777777777775,SBRF,0.0,9865.485564304461,-8.12638888888889,-34.922777777777775,SBPL,343.22830827305376,10662.72965879265,-9.3675,-40.56361111111111,SBGL,1000.5072200630589,13123.359580052493,-22.810000000000002,-43.25055555555556
SBRF,Turboprop,130,True,9865.485564304461,-8.12638888888889,-34.922777777777775,SBRF,0.0,9865.485564304461,-8.12638888888889,-34.922777777777775,SBRF,0.0,9865.485564304461,-8.12638888888889,-34.922777777777775,SBRF,0.0,9865.485564304461,-8.12638888888889,-34.922777777777775,SBPL,343.22830827305376,10662.72965879265,-9.3675,-40.56361111111111,SBGL,1000.5072200630589,13123.359580052493,-22.810000000000002,-43.25055555555556
SBRF,Wide Body,16,False,9865.485564304461,-8.12638888888889,-34.922777777777775,SBRF,0.0,9865.485564304461,-8.12638888888889,-34.922777777777775,SBRF,0.0,9865.485564304461,-8.12638888888889,-34.922777777777775,SBRF,0.0,9865.485564304461,-8.12638888888889,-34.922777777777775,SBPL,343.22830827305376,10662.72965879265,-9.3675,-40.56361111111111,SBGL,1000.5072200630589,13123.359580052493,-22.810000000000002,-43.25055555555556
SBRJ,Narrow Body,445,True,4340.551181102362,-22.91,-43.1625,SBRJ,0.0,4340.551181102362,-22.91,-43.1625,SBGL,7.717882803651447,13123.359580052493,-22.810000000000002,-43.25055555555556,SBGL,7.717882803651447,13123.359580052493,-22.810000000000002,-43.25055555555556,SBGL,7.717882803651447,13123.359580052493,-22.810000000000002,-43.25055555555556,SBGL,7.717882803651447,13123.359580052493,-22.810000000000002,-43.25055555555556
SBRJ,Regional Jet,199,True,4340.551181102362,-22.91,-43.1625,SBRJ,0.0,4340.551181102362,-22.91,-43.1625,SBGL,7.717882803651447,13123.359580052493,-22.810000000000002,-43.25055555555556,SBGL,7.717882803651447,13123.359580052493,-22.810000000000002,-43.25055555555556,SBGL,7.717882803651447,13123.359580052493,-22.810000000000002,-43.25055555555556,SBGL,7.717882803651447,13123.359580052493,-22.810000000000002,-43.25055555555556
SBRJ,Turboprop,31,True,4340.551181102362,-22.91,-43.1625,SBRJ,0.0,4340.551181102362,-22.91,-43.1625,SBGL,7.717882803651447,13123.359580052493,-22.810000000000002,-43.25055555555556,SBGL,7.717882803651447,13123.359580052493,-22.810000000000002,-43.25055555555556,SBGL,7.717882803651447,13123.359580052493,-22.810000000000002,-43.25055555555556,SBGL,7.717882803651447,13123.359580052493,-22.810000000000002,-43.25055555555556
SBRP,Narrow Body,20,False,6889.763779527559,-21.136388888888888,-47.776666666666664,SBRP,0.0,6889.763779527559,-21.136388888888888,-47.776666666666664,SBRP,0.0,6889.763779527559,-21.136388888888888,-47.776666666666664,SBGP,51.434796741378655,9842.51968503937,-21.764444444444443,-48.40472222222222,SBKP,117.4271563931572,10629.921259842518,-23.006944444444443,-47.13444444444444,SBGR,155.43202636419943,12139.107611548556,-23.435555555555556,-46.473055555555554
SBRP,Regional Jet,1,False,6889.763779527559,-21.136388888888888,-47.776666666666664,SBRP,0.0,6889.763779527559,-21.136388888888888,-47.776666666666664,SBRP,0.0,6889.763779527559,-21.136388888888888,-47.776666666666664,SBGP,51.434796741378655,9842.51968503937,-21.764444444444443,-48.40472222222222,SBKP,117.4271563931572,10629.921259842518,-23.006944444444443,-47.13444444444444,SBGR,155.43202636419943,12139.107611548556,-23.435555555555556,-46.473055555555554
